SYMBOL	interaction	target	Neighbourhood
SLC39A7	pp	S2	Secretory
SLC44A3	pp	S2	Secretory
SMIM14	pp	S2	Secretory
SMIM19	pp	S2	Secretory
SMPD2	pp	S2	Secretory
SMPDL3B	pp	S2	Secretory
SOAT1	pp	S2	Secretory
SPCS1	pp	S2	Secretory
SPCS2	pp	S2	Secretory
SPCS3	pp	S2	Secretory
SPNS2	pp	S2	Secretory
SPTLC2	pp	S2	Secretory
SQLE	pp	S2	Secretory
SREBF1	pp	S2	Secretory
SRPR	pp	S2	Secretory
SRPRB	pp	S2	Secretory
SSR1	pp	S2	Secretory
SSR3	pp	S2	Secretory
SSR4	pp	S2	Secretory
STEAP3	pp	S2	Secretory
STEAP4	pp	S2	Secretory
STIM1	pp	S2	Secretory
STT3A	pp	S2	Secretory
STT3B	pp	S2	Secretory
SUCO	pp	S2	Secretory
SYVN1	pp	S2	Secretory
TAP1	pp	S2	Secretory
TAP2	pp	S2	Secretory
TAPBPL	pp	S2	Secretory
TAPT1	pp	S2	Secretory
TBL2	pp	S2	Secretory
TBXAS1	pp	S2	Secretory
TECR	pp	S2	Secretory
TEX264	pp	S2	Secretory
THEM6	pp	S2	Secretory
TLCD1	pp	S2	Secretory
TLCD2	pp	S2	Secretory
TLR2	pp	S2	Secretory
TM2D3	pp	S2	Secretory
TMBIM1	pp	S2	Secretory
TMC6	pp	S2	Secretory
TMCO1	pp	S2	Secretory
TMEM120A	pp	S2	Secretory
TMEM120B	pp	S2	Secretory
TMEM128	pp	S2	Secretory
TMEM131	pp	S2	Secretory
TMEM147	pp	S2	Secretory
TMEM156	pp	S2	Secretory
TMEM161A	pp	S2	Secretory
TMEM164	pp	S2	Secretory
TMEM222	pp	S2	Secretory
TMEM230	pp	S2	Secretory
TMEM245	pp	S2	Secretory
TMEM259	pp	S2	Secretory
TMEM38B	pp	S2	Secretory
TMEM40	pp	S2	Secretory
TMEM41B	pp	S2	Secretory
TMEM43	pp	S2	Secretory
TMEM57	pp	S2	Secretory
TMEM67	pp	S2	Secretory
TMEM79	pp	S2	Secretory
TMEM97	pp	S2	Secretory
TMPPE	pp	S2	Secretory
TMPRSS11E	pp	S2	Secretory
TMPRSS13	pp	S2	Secretory
TMPRSS4	pp	S2	Secretory
TMTC2	pp	S2	Secretory
TMTC3	pp	S2	Secretory
TMTC4	pp	S2	Secretory
TMUB2	pp	S2	Secretory
TMX1	pp	S2	Secretory
TMX2	pp	S2	Secretory
TMX3	pp	S2	Secretory
TNFRSF10A	pp	S2	Secretory
TNFRSF10C	pp	S2	Secretory
TNFRSF12A	pp	S2	Secretory
TNFRSF1A	pp	S2	Secretory
TNFRSF9	pp	S2	Secretory
TOR1AIP2	pp	S2	Secretory
TRAM1	pp	S2	Secretory
TRUB2	pp	S2	Secretory
TSPAN11	pp	S2	Secretory
TSPAN14	pp	S2	Secretory
TSPAN15	pp	S2	Secretory
TTC13	pp	S2	Secretory
TXNDC15	pp	S2	Secretory
TYW1	pp	S2	Secretory
UBAC2	pp	S2	Secretory
UBE2G2	pp	S2	Secretory
UBE2J1	pp	S2	Secretory
UBE2J2	pp	S2	Secretory
UBXN4	pp	S2	Secretory
UFL1	pp	S2	Secretory
ULBP3	pp	S2	Secretory
USE1	pp	S2	Secretory
USP33	pp	S2	Secretory
VAPA	pp	S2	Secretory
VAPB	pp	S2	Secretory
VIMP	pp	S2	Secretory
VKORC1L1	pp	S2	Secretory
WLS	pp	S2	Secretory
VMP1	pp	S2	Secretory
WNT7B	pp	S2	Secretory
WNT9A	pp	S2	Secretory
ZDHHC20	pp	S2	Secretory
ZDHHC6	pp	S2	Secretory
ZMPSTE24	pp	S2	Secretory
ABHD16A	pp	S3	Secretory
ACAA1	pp	S3	Secretory
ACAD11	pp	S3	Secretory
ACE	pp	S3	Secretory
ACOT8	pp	S3	Secretory
ACSL1	pp	S3	Secretory
ACSL4	pp	S3	Secretory
ADAMTS12	pp	S3	Secretory
ADAMTS19	pp	S3	Secretory
ADAMTSL1	pp	S3	Secretory
AGPAT1	pp	S3	Secretory
AGRN	pp	S3	Secretory
AIFM2	pp	S3	Secretory
ALG8	pp	S3	Secretory
ALPP	pp	S3	Secretory
AMER1	pp	S3	Secretory
ANGPTL4	pp	S3	Secretory
ANKIB1	pp	S3	Secretory
ANKLE2	pp	S3	Secretory
APC2	pp	S3	Secretory
APOL1	pp	S3	Secretory
APOL2	pp	S3	Secretory
ARHGAP39	pp	S3	Secretory
ARL5A	pp	S3	Secretory
ARSD	pp	S3	Secretory
ARSE	pp	S3	Secretory
ARTN	pp	S3	Secretory
ASAH1	pp	S3	Secretory
ATRN	pp	S3	Secretory
AUP1	pp	S3	Secretory
B2M	pp	S3	Secretory
B3GALT5	pp	S3	Secretory
BAG2	pp	S3	Secretory
BAIAP2	pp	S3	Secretory
BCAM	pp	S3	Secretory
BCHE	pp	S3	Secretory
BLK	pp	S3	Secretory
BMP1	pp	S3	Secretory
BMPR1B	pp	S3	Secretory
BMPR2	pp	S3	Secretory
C10orf35	pp	S3	Secretory
C15orf62	pp	S3	Secretory
C16orf58	pp	S3	Secretory
C19orf25	pp	S3	Secretory
C1orf115	pp	S3	Secretory
C1QTNF1	pp	S3	Secretory
C2CD2L	pp	S3	Secretory
C4orf48	pp	S3	Secretory
C5orf46	pp	S3	Secretory
C8orf4	pp	S3	Secretory
CACHD1	pp	S3	Secretory
CACNA2D2	pp	S3	Secretory
CACNG4	pp	S3	Secretory
CCDC107	pp	S3	Secretory
CCDC134	pp	S3	Secretory
CD109	pp	S3	Secretory
CD59	pp	S3	Secretory
CD83	pp	S3	Secretory
CDCA3	pp	S3	Secretory
CDON	pp	S3	Secretory
CELSR3	pp	S3	Secretory
CEP164	pp	S3	Secretory
CERS2	pp	S3	Secretory
CERS5	pp	S3	Secretory
CHRNA5	pp	S3	Secretory
CHSY3	pp	S3	Secretory
CLCA2	pp	S3	Secretory
CLDN12	pp	S3	Secretory
CLSTN3	pp	S3	Secretory
CNKSR3	pp	S3	Secretory
CNP	pp	S3	Secretory
COL13A1	pp	S3	Secretory
COL18A1	pp	S3	Secretory
COL4A1	pp	S3	Secretory
COL4A2	pp	S3	Secretory
COQ3	pp	S3	Secretory
COQ5	pp	S3	Secretory
COQ6	pp	S3	Secretory
COQ7	pp	S3	Secretory
CORO2A	pp	S3	Secretory
CORO2B	pp	S3	Secretory
CPZ	pp	S3	Secretory
CREB3	pp	S3	Secretory
CREB3L1	pp	S3	Secretory
CREB3L2	pp	S3	Secretory
CREB3L4	pp	S3	Secretory
CROT	pp	S3	Secretory
CRTAP	pp	S3	Secretory
CSF1	pp	S3	Secretory
CSF2RA	pp	S3	Secretory
CTSA	pp	S3	Secretory
CTSK	pp	S3	Secretory
CTSS	pp	S3	Secretory
CUX1	pp	S3	Secretory
CX3CL1	pp	S3	Secretory
CXCL6	pp	S3	Secretory
CYB5A	pp	S3	Secretory
CYP1B1	pp	S3	Secretory
CYP2U1	pp	S3	Secretory
CYSTM1	pp	S3	Secretory
DAG1	pp	S3	Secretory
DAP3	pp	S3	Secretory
DDR1	pp	S3	Secretory
DECR2	pp	S3	Secretory
DENND2D	pp	S3	Secretory
DGAT1	pp	S3	Secretory
DGCR2	pp	S3	Secretory
DHDDS	pp	S3	Secretory
DHRS4	pp	S3	Secretory
DKK1	pp	S3	Secretory
DLAT	pp	S3	Secretory
DLST	pp	S3	Secretory
DMRTA1	pp	S3	Secretory
DNAJB11	pp	S3	Secretory
DNAJB9	pp	S3	Secretory
DNAJC10	pp	S3	Secretory
DNAJC14	pp	S3	Secretory
DNAJC3	pp	S3	Secretory
DOCK10	pp	S3	Secretory
DOCK9	pp	S3	Secretory
DPAGT1	pp	S3	Secretory
DPM3	pp	S3	Secretory
EBI3	pp	S3	Secretory
ECI2	pp	S3	Secretory
EDEM2	pp	S3	Secretory
EDEM3	pp	S3	Secretory
EFNA4	pp	S3	Secretory
EGFL7	pp	S3	Secretory
EHHADH	pp	S3	Secretory
EMC6	pp	S3	Secretory
EMC7	pp	S3	Secretory
EPHA4	pp	S3	Secretory
ERV3-1	pp	S3	Secretory
ESAM	pp	S3	Secretory
ESYT3	pp	S3	Secretory
F8	pp	S3	Secretory
FAAH	pp	S3	Secretory
FAM57A	pp	S3	Secretory
FAM83B	pp	S3	Secretory
FAP	pp	S3	Secretory
FASTKD3	pp	S3	Secretory
FAT1	pp	S3	Secretory
FAT2	pp	S3	Secretory
FBXL2	pp	S3	Secretory
FGF5	pp	S3	Secretory
FGFR3	pp	S3	Secretory
FGFR4	pp	S3	Secretory
FGFRL1	pp	S3	Secretory
FMN2	pp	S3	Secretory
FN1	pp	S3	Secretory
FOXRED2	pp	S3	Secretory
FRAS1	pp	S3	Secretory
FREM2	pp	S3	Secretory
FUT10	pp	S3	Secretory
FXYD5	pp	S3	Secretory
GALC	pp	S3	Secretory
GBA2	pp	S3	Secretory
GFRA1	pp	S3	Secretory
GK5	pp	S3	Secretory
GLRB	pp	S3	Secretory
GNPTG	pp	S3	Secretory
GPC1	pp	S3	Secretory
GPR56	pp	S3	Secretory
GRID1	pp	S3	Secretory
GRN	pp	S3	Secretory
GTPBP10	pp	S3	Secretory
HHIPL2	pp	S3	Secretory
HINT3	pp	S3	Secretory
HLA-DMA	pp	S3	Secretory
HLA-DRB1	pp	S3	Secretory
HMGCR	pp	S3	Secretory
HMHA1	pp	S3	Secretory
HMOX1	pp	S3	Secretory
HPN	pp	S3	Secretory
HS3ST1	pp	S3	Secretory
HS6ST3	pp	S3	Secretory
HSD3B7	pp	S3	Secretory
HSPA13	pp	S3	Secretory
HSPG2	pp	S3	Secretory
HTATIP2	pp	S3	Secretory
HYAL2	pp	S3	Secretory
ICK	pp	S3	Secretory
ICT1	pp	S3	Secretory
IGSF1	pp	S3	Secretory
IGSF8	pp	S3	Secretory
IGSF9	pp	S3	Secretory
IL10RB	pp	S3	Secretory
IL17RA	pp	S3	Secretory
IL17RD	pp	S3	Secretory
IL1RL1	pp	S3	Secretory
IL6R	pp	S3	Secretory
INADL	pp	S3	Secretory
INF2	pp	S3	Secretory
INHBA	pp	S3	Secretory
IP6K1	pp	S3	Secretory
ITPRIPL2	pp	S3	Secretory
IYD	pp	S3	Secretory
JAG1	pp	S3	Secretory
JKAMP	pp	S3	Secretory
JOSD1	pp	S3	Secretory
JPH1	pp	S3	Secretory
KHDC1	pp	S3	Secretory
KIAA0100	pp	S3	Secretory
KIAA0922	pp	S3	Secretory
KIAA1522	pp	S3	Secretory
KIRREL3	pp	S3	Secretory
KLK5	pp	S3	Secretory
KLK8	pp	S3	Secretory
KRAS	pp	S3	Secretory
KRTCAP3	pp	S3	Secretory
LAMA3	pp	S3	Secretory
LAMB1	pp	S3	Secretory
LAMB2	pp	S3	Secretory
LAMB3	pp	S3	Secretory
LAMC1	pp	S3	Secretory
LAMC2	pp	S3	Secretory
LAT2	pp	S3	Secretory
LAYN	pp	S3	Secretory
LCN2	pp	S3	Secretory
LEPRE1	pp	S3	Secretory
LFNG	pp	S3	Secretory
LGALS8	pp	S3	Secretory
LIF	pp	S3	Secretory
LIPG	pp	S3	Secretory
LLGL2	pp	S3	Secretory
LMLN	pp	S3	Secretory
LONP2	pp	S3	Secretory
LOXL1	pp	S3	Secretory
LOXL2	pp	S3	Secretory
LPL	pp	S3	Secretory
LRIG1	pp	S3	Secretory
LRP5	pp	S3	Secretory
LRRC49	pp	S3	Secretory
LSR	pp	S3	Secretory
LTBP1	pp	S3	Secretory
LY6E	pp	S3	Secretory
LYPD1	pp	S3	Secretory
MAGT1	pp	S3	Secretory
MARCH6	pp	S3	Secretory
MDGA1	pp	S3	Secretory
MEGF8	pp	S3	Secretory
METTL7B	pp	S3	Secretory
METTL8	pp	S3	Secretory
MFI2	pp	S3	Secretory
MFSD7	pp	S3	Secretory
MICA	pp	S3	Secretory
MMP1	pp	S3	Secretory
MMP16	pp	S3	Secretory
MOGS	pp	S3	Secretory
MPDZ	pp	S3	Secretory
MRM1	pp	S3	Secretory
MROH8	pp	S3	Secretory
MRPL1	pp	S3	Secretory
MRPL13	pp	S3	Secretory
MRPL15	pp	S3	Secretory
MRPL18	pp	S3	Secretory
MRPL19	pp	S3	Secretory
MRPL2	pp	S3	Secretory
MRPL21	pp	S3	Secretory
MRPL22	pp	S3	Secretory
MRPL27	pp	S3	Secretory
MRPL3	pp	S3	Secretory
MRPL33	pp	S3	Secretory
MRPL37	pp	S3	Secretory
MRPL39	pp	S3	Secretory
MRPL4	pp	S3	Secretory
MRPL40	pp	S3	Secretory
MRPL42	pp	S3	Secretory
MRPL44	pp	S3	Secretory
MRPL45	pp	S3	Secretory
MRPL48	pp	S3	Secretory
MRPL49	pp	S3	Secretory
MRPL50	pp	S3	Secretory
MRPL53	pp	S3	Secretory
MRPL55	pp	S3	Secretory
MRPL9	pp	S3	Secretory
MRPS11	pp	S3	Secretory
MRPS14	pp	S3	Secretory
MRPS15	pp	S3	Secretory
MRPS16	pp	S3	Secretory
MRPS18A	pp	S3	Secretory
MRPS18B	pp	S3	Secretory
MRPS2	pp	S3	Secretory
MRPS22	pp	S3	Secretory
MRPS23	pp	S3	Secretory
MRPS24	pp	S3	Secretory
MRPS25	pp	S3	Secretory
MRPS26	pp	S3	Secretory
MRPS27	pp	S3	Secretory
MRPS28	pp	S3	Secretory
MRPS31	pp	S3	Secretory
MRPS34	pp	S3	Secretory
MRPS35	pp	S3	Secretory
MRPS36	pp	S3	Secretory
MRPS5	pp	S3	Secretory
MRPS7	pp	S3	Secretory
MRPS9	pp	S3	Secretory
MSLN	pp	S3	Secretory
MTERFD1	pp	S3	Secretory
MUC16	pp	S3	Secretory
MUC2	pp	S3	Secretory
MUC20	pp	S3	Secretory
MUC5B	pp	S3	Secretory
MYLIP	pp	S3	Secretory
MYO5C	pp	S3	Secretory
NAPEPLD	pp	S3	Secretory
NAPSA	pp	S3	Secretory
NAT8L	pp	S3	Secretory
NCR3LG1	pp	S3	Secretory
NEO1	pp	S3	Secretory
NET1	pp	S3	Secretory
NGRN	pp	S3	Secretory
NID2	pp	S3	Secretory
NIPAL3	pp	S3	Secretory
NME4	pp	S3	Secretory
NOA1	pp	S3	Secretory
NOMO2	pp	S3	Secretory
NOMO3	pp	S3	Secretory
NOTCH1	pp	S3	Secretory
NOTCH3	pp	S3	Secretory
NPDC1	pp	S3	Secretory
NPR1	pp	S3	Secretory
NPTXR	pp	S3	Secretory
NR4A2	pp	S3	Secretory
NRAS	pp	S3	Secretory
NRCAM	pp	S3	Secretory
NRG1	pp	S3	Secretory
NRP2	pp	S3	Secretory
NTN4	pp	S3	Secretory
NTNG1	pp	S3	Secretory
OGDH	pp	S3	Secretory
OLFML2A	pp	S3	Secretory
P4HA1	pp	S3	Secretory
PAFAH2	pp	S3	Secretory
PAPPA	pp	S3	Secretory
PCDH1	pp	S3	Secretory
PCDH19	pp	S3	Secretory
PCDH7	pp	S3	Secretory
PCDHA13	pp	S3	Secretory
PCDHA4	pp	S3	Secretory
PCDHAC2	pp	S3	Secretory
PCDHB11	pp	S3	Secretory
PCDHGA8	pp	S3	Secretory
PCDHGC3	pp	S3	Secretory
PCDHGC5	pp	S3	Secretory
PCNT	pp	S3	Secretory
PCNXL4	pp	S3	Secretory
PCSK6	pp	S3	Secretory
PDGFB	pp	S3	Secretory
PDGFD	pp	S3	Secretory
PDGFRB	pp	S3	Secretory
PDHX	pp	S3	Secretory
PECR	pp	S3	Secretory
PEX13	pp	S3	Secretory
PGRMC1	pp	S3	Secretory
PHYH	pp	S3	Secretory
PIGM	pp	S3	Secretory
PIGO	pp	S3	Secretory
PIGT	pp	S3	Secretory
PITPNM3	pp	S3	Secretory
PKMYT1	pp	S3	Secretory
PLA2G12A	pp	S3	Secretory
PLAT	pp	S3	Secretory
PLAU	pp	S3	Secretory
PLCB4	pp	S3	Secretory
PLEC	pp	S3	Secretory
PLEKHH3	pp	S3	Secretory
PLLP	pp	S3	Secretory
PLOD1	pp	S3	Secretory
PLP2	pp	S3	Secretory
PLXNB3	pp	S3	Secretory
PNPLA7	pp	S3	Secretory
POLRMT	pp	S3	Secretory
POMT2	pp	S3	Secretory
PPARGC1A	pp	S3	Secretory
PPP1R15B	pp	S3	Secretory
PPP1R16A	pp	S3	Secretory
PPT2	pp	S3	Secretory
PRDX4	pp	S3	Secretory
PREB	pp	S3	Secretory
PRSS12	pp	S3	Secretory
PTCD3	pp	S3	Secretory
PTGER4	pp	S3	Secretory
PTGES	pp	S3	Secretory
PTGS1	pp	S3	Secretory
PTPLA	pp	S3	Secretory
PTPN13	pp	S3	Secretory
PTPN3	pp	S3	Secretory
PTPRB	pp	S3	Secretory
PTPRF	pp	S3	Secretory
PTPRM	pp	S3	Secretory
PTPRS	pp	S3	Secretory
PTPRU	pp	S3	Secretory
PXDN	pp	S3	Secretory
QPCTL	pp	S3	Secretory
RAB21	pp	S3	Secretory
RAB23	pp	S3	Secretory
RAB34	pp	S3	Secretory
RAB5A	pp	S3	Secretory
RAB8A	pp	S3	Secretory
RAI14	pp	S3	Secretory
RARRES1	pp	S3	Secretory
RCBTB2	pp	S3	Secretory
RECK	pp	S3	Secretory
RETSAT	pp	S3	Secretory
RGS17	pp	S3	Secretory
RHOG	pp	S3	Secretory
RNASE7	pp	S3	Secretory
ROBO1	pp	S3	Secretory
RRBP1	pp	S3	Secretory
RYK	pp	S3	Secretory
S1PR5	pp	S3	Secretory
SAA1	pp	S3	Secretory
SACM1L	pp	S3	Secretory
SCAP	pp	S3	Secretory
SCUBE2	pp	S3	Secretory
SCUBE3	pp	S3	Secretory
SDF2	pp	S3	Secretory
SDF2L1	pp	S3	Secretory
SEMA4F	pp	S3	Secretory
SEMA6B	pp	S3	Secretory
SEPN1	pp	S3	Secretory
SERPINE1	pp	S3	Secretory
SGCE	pp	S3	Secretory
SGSH	pp	S3	Secretory
SLC16A14	pp	S3	Secretory
SLC25A17	pp	S3	Secretory
SLC30A4	pp	S3	Secretory
SLC34A3	pp	S3	Secretory
SLC39A11	pp	S3	Secretory
SLC41A3	pp	S3	Secretory
SLC9A3R2	pp	S3	Secretory
SLITRK5	pp	S3	Secretory
SMPD1	pp	S3	Secretory
SNAP47	pp	S3	Secretory
SPAG4	pp	S3	Secretory
SPATA6	pp	S3	Secretory
SPECC1	pp	S3	Secretory
SPEG	pp	S3	Secretory
SPSB1	pp	S3	Secretory
SPTLC1	pp	S3	Secretory
SQSTM1	pp	S3	Secretory
SRC	pp	S3	Secretory
SRPX2	pp	S3	Secretory
SSFA2	pp	S3	Secretory
ST3GAL5	pp	S3	Secretory
STC1	pp	S3	Secretory
STX17	pp	S3	Secretory
SUSD1	pp	S3	Secretory
SYTL5	pp	S3	Secretory
TAOK2	pp	S3	Secretory
TBX6	pp	S3	Secretory
TCF25	pp	S3	Secretory
TCN2	pp	S3	Secretory
TCTN2	pp	S3	Secretory
TFPI	pp	S3	Secretory
TGFB1	pp	S3	Secretory
TGFBR1	pp	S3	Secretory
THBS2	pp	S3	Secretory
THBS3	pp	S3	Secretory
THSD4	pp	S3	Secretory
THSD7A	pp	S3	Secretory
TIMP2	pp	S3	Secretory
TLL1	pp	S3	Secretory
TLR1	pp	S3	Secretory
TM2D1	pp	S3	Secretory
TMCC1	pp	S3	Secretory
TMEM132A	pp	S3	Secretory
TMEM173	pp	S3	Secretory
TMEM38A	pp	S3	Secretory
TMEM92	pp	S3	Secretory
TNFSF10	pp	S3	Secretory
TOR3A	pp	S3	Secretory
TOR4A	pp	S3	Secretory
TP53I11	pp	S3	Secretory
TPBG	pp	S3	Secretory
TRIM29	pp	S3	Secretory
TRIM4	pp	S3	Secretory
TRNP1	pp	S3	Secretory
TSPAN13	pp	S3	Secretory
TTC7B	pp	S3	Secretory
TUSC3	pp	S3	Secretory
TXNDC11	pp	S3	Secretory
TXNDC16	pp	S3	Secretory
TYSND1	pp	S3	Secretory
UBE4A	pp	S3	Secretory
UBL3	pp	S3	Secretory
UGGT2	pp	S3	Secretory
UNC5C	pp	S3	Secretory
VASN	pp	S3	Secretory
WDR20	pp	S3	Secretory
WDR31	pp	S3	Secretory
WDR90	pp	S3	Secretory
VEGFA	pp	S3	Secretory
VEGFB	pp	S3	Secretory
VEGFC	pp	S3	Secretory
WFDC2	pp	S3	Secretory
VMA21	pp	S3	Secretory
WNT5A	pp	S3	Secretory
WNT7A	pp	S3	Secretory
VPS13B	pp	S3	Secretory
WRB	pp	S3	Secretory
XKR4	pp	S3	Secretory
ZBED5	pp	S3	Secretory
ZNRF3	pp	S3	Secretory
ABCC3	pp	S4	Secretory
ABCC4	pp	S4	Secretory
ABCC5	pp	S4	Secretory
ADAM10	pp	S4	Secretory
ADAM17	pp	S4	Secretory
ADAMTS4	pp	S4	Secretory
ADCY3	pp	S4	Secretory
ADCY6	pp	S4	Secretory
ADCY7	pp	S4	Secretory
ADCY9	pp	S4	Secretory
ALG14	pp	S4	Secretory
ANTXR1	pp	S4	Secretory
ANTXR2	pp	S4	Secretory
AP2A2	pp	S4	Secretory
APOM	pp	S4	Secretory
ARL15	pp	S4	Secretory
ATP10D	pp	S4	Secretory
ATP1A2	pp	S4	Secretory
ATP1B1	pp	S4	Secretory
ATP1B3	pp	S4	Secretory
ATP2B4	pp	S4	Secretory
ATP8B1	pp	S4	Secretory
ATP8B2	pp	S4	Secretory
BMP2K	pp	S4	Secretory
BTC	pp	S4	Secretory
BTN2A1	pp	S4	Secretory
BTN3A1	pp	S4	Secretory
C10orf2	pp	S4	Secretory
C11orf52	pp	S4	Secretory
C1orf159	pp	S4	Secretory
C1orf172	pp	S4	Secretory
C3orf52	pp	S4	Secretory
CADM1	pp	S4	Secretory
CCNYL1	pp	S4	Secretory
CD274	pp	S4	Secretory
CD276	pp	S4	Secretory
CD46	pp	S4	Secretory
CD47	pp	S4	Secretory
CD58	pp	S4	Secretory
CD99	pp	S4	Secretory
CD99L2	pp	S4	Secretory
CDH11	pp	S4	Secretory
CDH2	pp	S4	Secretory
CDH4	pp	S4	Secretory
CDH6	pp	S4	Secretory
CEP89	pp	S4	Secretory
CHIC2	pp	S4	Secretory
CHRM3	pp	S4	Secretory
CLDND1	pp	S4	Secretory
CMTM6	pp	S4	Secretory
CNNM1	pp	S4	Secretory
CNNM2	pp	S4	Secretory
CNNM3	pp	S4	Secretory
CNNM4	pp	S4	Secretory
CTDNEP1	pp	S4	Secretory
CXADR	pp	S4	Secretory
DAAM1	pp	S4	Secretory
DAD1	pp	S4	Secretory
DAGLA	pp	S4	Secretory
DCUN1D3	pp	S4	Secretory
DTNA	pp	S4	Secretory
EDIL3	pp	S4	Secretory
EFNB2	pp	S4	Secretory
EFNB3	pp	S4	Secretory
EFR3A	pp	S4	Secretory
EMB	pp	S4	Secretory
EMR2	pp	S4	Secretory
ENPP1	pp	S4	Secretory
EPB41L4A	pp	S4	Secretory
EPB41L4B	pp	S4	Secretory
EPB41L5	pp	S4	Secretory
EPCAM	pp	S4	Secretory
EPHA1	pp	S4	Secretory
EPHA2	pp	S4	Secretory
EPHA3	pp	S4	Secretory
EPHB2	pp	S4	Secretory
EPHB4	pp	S4	Secretory
ERBB2	pp	S4	Secretory
F11R	pp	S4	Secretory
FAM171A1	pp	S4	Secretory
FAM26E	pp	S4	Secretory
FARP1	pp	S4	Secretory
FAS	pp	S4	Secretory
FLRT3	pp	S4	Secretory
FLVCR1	pp	S4	Secretory
FMNL2	pp	S4	Secretory
FMNL3	pp	S4	Secretory
FRMD3	pp	S4	Secretory
FRS2	pp	S4	Secretory
FZD1	pp	S4	Secretory
FZD6	pp	S4	Secretory
FZD7	pp	S4	Secretory
GNA13	pp	S4	Secretory
GNA15	pp	S4	Secretory
GNAI1	pp	S4	Secretory
GNAI2	pp	S4	Secretory
GNAI3	pp	S4	Secretory
GNAO1	pp	S4	Secretory
GNAQ	pp	S4	Secretory
GNAS	pp	S4	Secretory
GNB1	pp	S4	Secretory
GNB2	pp	S4	Secretory
GNG12	pp	S4	Secretory
GOLGA7	pp	S4	Secretory
GPA33	pp	S4	Secretory
GPR124	pp	S4	Secretory
GPR125	pp	S4	Secretory
GPR39	pp	S4	Secretory
GRTP1	pp	S4	Secretory
GUCD1	pp	S4	Secretory
HRAS	pp	S4	Secretory
HTRA1	pp	S4	Secretory
ICAM5	pp	S4	Secretory
IFNAR2	pp	S4	Secretory
IGF1R	pp	S4	Secretory
IGSF3	pp	S4	Secretory
ILDR2	pp	S4	Secretory
INPP5A	pp	S4	Secretory
INSR	pp	S4	Secretory
ITFG3	pp	S4	Secretory
ITGA1	pp	S4	Secretory
ITGA2	pp	S4	Secretory
ITGA5	pp	S4	Secretory
ITGA6	pp	S4	Secretory
ITGB1	pp	S4	Secretory
ITGB4	pp	S4	Secretory
JAK1	pp	S4	Secretory
JAM2	pp	S4	Secretory
JAM3	pp	S4	Secretory
KCNJ11	pp	S4	Secretory
KCNQ5	pp	S4	Secretory
KIAA0754	pp	S4	Secretory
KIAA1109	pp	S4	Secretory
KIAA1161	pp	S4	Secretory
KIRREL	pp	S4	Secretory
KITLG	pp	S4	Secretory
KLRG2	pp	S4	Secretory
KRT15	pp	S4	Secretory
KRT18	pp	S4	Secretory
KRT71	pp	S4	Secretory
LBR	pp	S4	Secretory
LGALS9	pp	S4	Secretory
LIN7B	pp	S4	Secretory
LPHN1	pp	S4	Secretory
LPHN2	pp	S4	Secretory
LRMP	pp	S4	Secretory
LRP6	pp	S4	Secretory
LRRC17	pp	S4	Secretory
LRRC8A	pp	S4	Secretory
LRRC8B	pp	S4	Secretory
LRRC8C	pp	S4	Secretory
LRRC8D	pp	S4	Secretory
LRRC8E	pp	S4	Secretory
LSAMP	pp	S4	Secretory
MARVELD2	pp	S4	Secretory
MARVELD3	pp	S4	Secretory
MCAM	pp	S4	Secretory
MDFIC	pp	S4	Secretory
MMP15	pp	S4	Secretory
MPZL1	pp	S4	Secretory
MRPL20	pp	S4	Secretory
NCAM2	pp	S4	Secretory
NEU3	pp	S4	Secretory
NOTCH2	pp	S4	Secretory
NPTN	pp	S4	Secretory
OCLN	pp	S4	Secretory
ORAI1	pp	S4	Secretory
ORAI2	pp	S4	Secretory
OXTR	pp	S4	Secretory
P2RY2	pp	S4	Secretory
PAG1	pp	S4	Secretory
PANX1	pp	S4	Secretory
PANX2	pp	S4	Secretory
PCDHGB1	pp	S4	Secretory
PCNX	pp	S4	Secretory
PCNXL3	pp	S4	Secretory
PCOLCE2	pp	S4	Secretory
PIEZO1	pp	S4	Secretory
PLCD3	pp	S4	Secretory
PLEKHN1	pp	S4	Secretory
PLXNA2	pp	S4	Secretory
PLXNB1	pp	S4	Secretory
PLXNB2	pp	S4	Secretory
POPDC3	pp	S4	Secretory
PPAP2A	pp	S4	Secretory
PPAP2C	pp	S4	Secretory
PRNP	pp	S4	Secretory
PTK7	pp	S4	Secretory
PTPRE	pp	S4	Secretory
PTPRG	pp	S4	Secretory
PTPRZ1	pp	S4	Secretory
PVR	pp	S4	Secretory
PVRL2	pp	S4	Secretory
PVRL3	pp	S4	Secretory
RALA	pp	S4	Secretory
RAP2C	pp	S4	Secretory
RASGEF1A	pp	S4	Secretory
RFTN1	pp	S4	Secretory
RHBDF1	pp	S4	Secretory
RHBDF2	pp	S4	Secretory
RHOF	pp	S4	Secretory
RSPRY1	pp	S4	Secretory
S1PR1	pp	S4	Secretory
S1PR3	pp	S4	Secretory
SDC1	pp	S4	Secretory
SEMA4D	pp	S4	Secretory
SERPINE2	pp	S4	Secretory
SH3BP4	pp	S4	Secretory
SLC12A2	pp	S4	Secretory
SLC12A7	pp	S4	Secretory
SLC16A1	pp	S4	Secretory
SLC16A3	pp	S4	Secretory
SLC16A5	pp	S4	Secretory
SLC16A7	pp	S4	Secretory
